"Project","MethodIndex","Method","Count","Tests"
"gson","11","com.google.gson.internal.bind.TypeAdapters.newFactoryForMultipleTypes(Class<TT>,Class<?extendsTT>,TypeAdapter<?superTT>)","5","com.google.gson.internal.bind.JsonElementReaderTest.testWrongType [gson],com.google.gson.functional.CollectionTest.testRawCollectionOfIntegersSerialization [gson],com.google.gson.functional.JsonAdapterAnnotationOnClassesTest.testRegisteredAdapterOverridesJsonAdapter [gson],com.google.gson.functional.ObjectTest.testTruncatedDeserialization [gson],com.google.gson.functional.MapTest.testMapSerializationWithNullValueButSerializeNulls [gson]"
"gson","12","com.google.gson.internal.bind.TypeAdapters.newFactory(Class<TT>,TypeAdapter<TT>)","5","com.google.gson.functional.NullObjectAndFieldTest.testExplicitSerializationOfNullCollectionMembers [gson],com.google.gson.functional.ConcurrencyTest.testMultiThreadDeserialization [gson],com.google.gson.functional.PrimitiveTest.testBigDecimalDeserialization [gson],com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeMap [gson],com.google.gson.functional.InternationalizationTest.testStringsWithRawChineseCharactersDeserialization [gson]"
"gson","13","com.google.gson.internal.Excluder.isAnonymousOrLocal(Class<?>)","5","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserialize1dArray [gson],com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeMap [gson],com.google.gson.functional.CollectionTest.testCollectionOfStringsSerialization [gson],com.google.gson.functional.ThrowableFunctionalTest.testErrornWithCause [gson],com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeWithCustomTypeAdapter [gson]"
"gson","14","com.google.gson.TypeAdapter.nullSafe()","4","com.google.gson.GsonTypeAdapterTest.testTypeAdapterThrowsException [gson],com.google.gson.functional.DefaultTypeAdaptersTest.testNullJsonElementSerialization [gson],com.google.gson.functional.NullObjectAndFieldTest.testExplicitSerializationOfNulls [gson],com.google.gson.functional.MapTest.testMapSerializationEmpty [gson]"
"gson","15","com.google.gson.internal.Streams.parse(JsonReader)","4","com.google.gson.internal.bind.JsonElementReaderTest.testNulls [gson],com.google.gson.JsonStreamParserTest.testParseTwoStrings [gson],com.google.gson.internal.bind.JsonElementReaderTest.testNumbersFromStrings [gson]"
"gson","16","com.google.gson.Gson.atomicLongAdapter(TypeAdapter<Number>)","4","com.google.gson.functional.ObjectTest.testClassWithNoFieldsDeserialization [gson],com.google.gson.functional.CustomTypeAdaptersTest.testCustomAdapterInvokedForMapElementSerializationWithType [gson],com.google.gson.functional.CollectionTest.testTopLevelCollectionOfIntegersSerialization [gson],com.google.gson.functional.CustomSerializerTest.testSubClassSerializerInvokedForBaseClassFieldsHoldingArrayOfSubClassInstances [gson]"
"gson","17","com.google.gson.internal.bind.ReflectiveTypeAdapterFactory.BoundField>getBoundFields(Gson,TypeToken<?>,Class<?>)","4","com.google.gson.functional.ExposeFieldsTest.testArrayWithOneNullExposeFieldObjectSerialization [gson],com.google.gson.functional.CustomTypeAdaptersTest.testEnsureCustomSerializerNotInvokedForNullValues [gson],com.google.gson.functional.JsonTreeTest.testToJsonTreeObjectType [gson],com.google.gson.functional.ObjectTest.testBagOfPrimitivesDeserialization [gson]"
"gson","18","com.google.gson.stream.JsonReader.peek()","4","com.google.gson.functional.EscapingTest.testEscapingObjectFields [gson],com.google.gson.functional.ConcurrencyTest.testMultiThreadDeserialization [gson],com.google.gson.functional.JavaUtilTest.testCurrency [gson]"
"gson","19","com.google.gson.Gson.fromJson(String,Type)","4","com.google.gson.functional.LeniencyTest.testLenientFromJson [gson],com.google.gson.functional.MapTest.testMapOfMapDeserialization [gson],com.google.gson.functional.StringTest.testSingleQuoteInStringSerialization [gson],com.google.gson.OverrideCoreTypeAdaptersTest.testOverridePrimitiveBooleanAdapter [gson]"
"gson","20","com.google.gson.Gson.toJsonTree(Object,Type)","4","com.google.gson.functional.CircularReferenceTest.testSelfReferenceCustomHandlerSerialization [gson]"
"gson","21","com.google.gson.GsonBuilder.registerTypeAdapter(Type,Object)","4","com.google.gson.functional.GsonVersionDiagnosticsTest.testVersionPattern [gson],com.google.gson.functional.CustomDeserializerTest.testJsonTypeFieldBasedDeserialization [gson],com.google.gson.functional.JsonAdapterAnnotationOnClassesTest.testRegisteredAdapterOverridesJsonAdapter [gson],com.google.gson.functional.CustomSerializerTest.testSubClassSerializerInvokedForBaseClassFieldsHoldingArrayOfSubClassInstances [gson]"
"gson","22","com.google.gson.internal.JavaVersion.parseDotted(String)","4","com.google.gson.functional.ObjectTest.testJsonInSingleQuotesDeserialization [gson],com.google.gson.functional.PrimitiveTest.testDeserializeJsonObjectAsNumber [gson],com.google.gson.functional.NamingPolicyTest.testGsonWithLowerCaseUnderscorePolicyDeserialiation [gson],com.google.gson.MixedStreamTest.testReadMixedStreamed [gson]"
"gson","23","com.google.gson.stream.JsonReader.doPeek()","4","com.google.gson.functional.ConcurrencyTest.testMultiThreadDeserialization [gson],com.google.gson.stream.JsonReaderTest.testMalformedDocuments [gson],com.google.gson.stream.JsonReaderTest.testTopLevelValueTypes [gson],com.google.gson.functional.VersioningTest.testVersionedGsonMixingSinceAndUntilDeserialization [gson]"
"gson","24","com.google.gson.internal.bind.ReflectiveTypeAdapterFactory.create(Gson,TypeToken<T>)","3","com.google.gson.functional.ObjectTest.testClassWithTransientFieldsSerialization [gson],com.google.gson.functional.JsonAdapterAnnotationOnFieldsTest.testJsonAdapterWrappedInNullSafeAsRequested [gson],com.google.gson.functional.VersioningTest.testVersionedGsonMixingSinceAndUntilDeserialization [gson]"
"gson","25","com.google.gson.internal.bind.TypeAdapters.newTypeHierarchyFactory(Class<T1>,TypeAdapter<T1>)","3","com.google.gson.functional.DefaultTypeAdaptersTest.testJsonArraySerialization [gson],com.google.gson.functional.JsonAdapterSerializerDeserializerTest.testJsonSerializerDeserializerBasedJsonAdapterOnFields [gson],com.google.gson.functional.CollectionTest.testLinkedListSerialization [gson]"
"gson","26","com.google.gson.stream.JsonWriter.beginObject()","3","com.google.gson.functional.SerializedNameTest.testFirstNameIsChosenForSerialization [gson],com.google.gson.functional.NullObjectAndFieldTest.testExplicitSerializationOfNulls [gson],com.google.gson.functional.ArrayTest.testObjectArrayWithNonPrimitivesSerialization [gson]"
"gson","27","com.google.gson.JsonParser.parse(Reader)","3","com.google.gson.internal.bind.JsonElementReaderTest.testEmptyObject [gson],com.google.gson.internal.bind.JsonElementReaderTest.testWrongType [gson],com.google.gson.JsonParserTest.testParseInvalidJson [gson]"
"gson","28","com.google.gson.Gson.doubleAdapter(boolean)","3","com.google.gson.functional.StringTest.testStringValueSerialization [gson],com.google.gson.functional.PrimitiveTest.testDoubleInfinitySerializationNotSupportedByDefault [gson],com.google.gson.functional.MapTest.testMapSerializationWithWildcardValues [gson]"
"gson","29","com.google.gson.Gson.floatAdapter(boolean)","3","com.google.gson.functional.PrettyPrintingTest.testEmptyMapField [gson],com.google.gson.functional.ParameterizedTypesTest.testTypesWithMultipleParametersSerialization [gson],com.google.gson.functional.RawSerializationTest.testTwoLevelParameterizedObject [gson]"
"gson","30","com.google.gson.internal.ConstructorConstructor.newUnsafeAllocator(Type,Class<?superT>)","2","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullField [gson],com.google.gson.functional.JsonAdapterSerializerDeserializerTest.testJsonSerializerDeserializerBasedJsonAdapterOnClass [gson]"
"gson","31","com.google.gson.internal.ConstructorConstructor.newDefaultImplementationConstructor(Type,Class<?superT>)","2","com.google.gson.functional.StreamingTypeAdaptersTest.testDeserializeNullObject [gson],com.google.gson.functional.CollectionTest.testCollectionOfStringsDeserialization [gson]"
"gson","32","com.google.gson.Gson.toJson(Object,Type,JsonWriter)","2","com.google.gson.functional.CircularReferenceTest.testSelfReferenceCustomHandlerSerialization [gson],com.google.gson.functional.DefaultTypeAdaptersTest.testLocaleSerializationWithLanguageCountryVariant [gson]"
"gson","33","com.google.gson.JsonStreamParser.next()","2","com.google.gson.JsonStreamParserTest.testNoSideEffectForHasNext [gson],com.google.gson.JsonStreamParserTest.testParseTwoStrings [gson]"
"gson","34","com.google.gson.TypeAdapter.fromJson(Reader)","2","com.google.gson.DefaultDateTypeAdapterTest.testFormatUsesDefaultTimezone [gson],com.google.gson.ObjectTypeAdapterTest.testDeserialize [gson]"
"gson","35","com.google.gson.Gson.fromJson(String,Class<T>)","2","com.google.gson.functional.ObjectTest.testBagOfPrimitiveWrappersDeserialization [gson],com.google.gson.functional.DefaultTypeAdaptersTest.testBitSetDeserialization [gson]"
"gson","36","com.google.gson.internal.Excluder.excludeClassInStrategy(Class<?>,boolean)","2","com.google.gson.functional.PrimitiveTest.testNegativeInfinityFloatSerialization [gson],com.google.gson.functional.JsonParserTest.testBadFieldTypeForDeserializingCustomTree [gson]"
"gson","37","com.google.gson.internal.JavaVersion.determineMajorJavaVersion()","2","com.google.gson.functional.ArrayTest.testSingleStringArraySerialization [gson],com.google.gson.functional.PrimitiveTest.testBigIntegerSerialization [gson]"
"gson","38","com.google.gson.internal.LinkedTreeMap.V>find(K,boolean)","2","com.google.gson.internal.LinkedTreeMapTest.testLargeSetOfRandomKeys [gson],com.google.gson.internal.LinkedTreeMapTest.testPutNonComparableKeyFails [gson]"
"gson","39","com.google.gson.reflect.TypeToken.getSuperclassTypeParameter(Class<?>)","2","com.google.gson.FieldAttributesTest.testDeclaredTypeAndClass [gson],com.google.gson.functional.TreeTypeAdaptersTest.testSerializeId [gson]"
"gson","40","com.google.gson.internal.bind.CollectionTypeAdapterFactory.create(Gson,TypeToken<T>)","1","com.google.gson.functional.CollectionTest.testQueueSerialization [gson]"
"gson","41","com.google.gson.stream.JsonWriter.beforeValue()","1","com.google.gson.stream.JsonWriterTest.testNulls [gson]"
"gson","42","com.google.gson.reflect.TypeToken.hashCode()","1","com.google.gson.functional.NamingPolicyTest.testComplexFieldNameStrategy [gson]"
"gson","43","com.google.gson.stream.JsonReader.isLenient()","1","com.google.gson.JsonParserTest.testParseUnquotedSingleWordStringFails [gson]"
"gson","44","com.google.gson.stream.JsonWriter.beforeName()","1","com.google.gson.functional.ConcurrencyTest.testMultiThreadSerialization [gson]"
"gson","45","com.google.gson.internal.LinkedTreeMap.rebalance(Node<K,V>,boolean)","1","com.google.gson.internal.LinkedTreeMapTest.testLargeSetOfRandomKeys [gson]"
"gson","46","com.google.gson.stream.JsonReader.nextUnquotedValue()","1","com.google.gson.functional.EnumTest.testClassWithEnumFieldDeserialization [gson]"
"gson","47","com.google.gson.internal.JavaVersion.getMajorJavaVersion()","1","com.google.gson.functional.ArrayTest.testNullsInArrayDeserialization [gson]"
"gson","48","com.google.gson.internal.Primitives.isPrimitive(Type)","1","com.google.gson.functional.ExclusionStrategyFunctionalTest.testExclusionStrategySerialization [gson]"
"gson","49","com.google.gson.internal.bind.MapTypeAdapterFactory.create(Gson,TypeToken<T>)","1","com.google.gson.functional.MapTest.testConcurrentNavigableMap [gson]"
"gson","50","com.google.gson.internal.bind.ReflectiveTypeAdapterFactory.excludeField(Field,boolean)","1","com.google.gson.functional.ExposeFieldsTest.testArrayWithOneNullExposeFieldObjectSerialization [gson]"
"gson","51","com.google.gson.stream.JsonReader.nextNonWhitespace(boolean)","1","com.google.gson.functional.ObjectTest.testBagOfPrimitiveWrappersDeserialization [gson]"
"gson","52","com.google.gson.stream.JsonWriter.open(int,String)","1","com.google.gson.functional.RawSerializationTest.testTwoLevelParameterizedObject [gson]"
"gson","53","com.google.gson.internal.bind.TreeTypeAdapter.read(JsonReader)","1","com.google.gson.functional.CustomTypeAdaptersTest.testCustomByteArrayDeserializerAndInstanceCreator [gson]"
"gson","54","com.google.gson.JsonPrimitive.getAsCharacter()","1","com.google.gson.JsonPrimitiveTest.testStringsAndChar [gson]"
"gson","55","com.google.gson.internal.Excluder.excludeField(Field,boolean)","1","com.google.gson.functional.InstanceCreatorTest.testInstanceCreatorReturnsSubTypeForTopLevelObject [gson]"
"gson","56","com.google.gson.internal.LinkedHashTreeMap.V>findByObject(Object)","1","com.google.gson.internal.LinkedHashTreeMapTest.testForceDoublingAndRehash [gson]"
"gson","57","com.google.gson.internal.bind.TreeTypeAdapter.newFactoryWithMatchRawType(TypeToken<?>,Object)","1","com.google.gson.functional.CustomTypeAdaptersTest.testCustomTypeAdapterDoesNotAppliesToSubClasses [gson]"
"gson","58","com.google.gson.internal.Excluder.create(Gson,TypeToken<T>)","1","com.google.gson.functional.ConcurrencyTest.testMultiThreadSerialization [gson]"
"gson","59","com.google.gson.JsonArray.add(Character)","1","com.google.gson.functional.JsonArrayTest.testSameAddition [gson]"
"gson","60","com.google.gson.internal.Streams.write(JsonElement,JsonWriter)","1","com.google.gson.internal.bind.JsonTreeWriterTest.testNestedObject [gson]"
"gson","61","com.google.gson.internal.bind.JsonAdapterAnnotationTypeAdapterFactory.create(Gson,TypeToken<T>)","1","com.google.gson.functional.StreamingTypeAdaptersTest.testSerializeWithCustomTypeAdapter [gson]"
"gson","62","com.google.gson.stream.JsonReader.locationString()","1","com.google.gson.functional.StreamingTypeAdaptersTest.testNullSafe [gson]"
"gson","63","com.google.gson.stream.JsonWriter.setHtmlSafe(boolean)","1","com.google.gson.functional.ObjectTest.testSingletonLists [gson]"
"gson","64","com.google.gson.internal.bind.ReflectiveTypeAdapterFactory.excludeField(Field,boolean,Excluder)","1","com.google.gson.functional.InheritanceTest.testBaseSerializedAsBaseWhenSpecifiedWithExplicitTypeForToJsonMethod [gson]"
"gson","65","com.google.gson.stream.JsonWriter.name(String)","1","com.google.gson.functional.MapTest.testSerializeMaps [gson]"
"gson","66","com.google.gson.DefaultDateTypeAdapter.deserializeToDate(String)","1","com.google.gson.DefaultDateTypeAdapterTest.testParsingDatesFormattedWithUsLocale [gson]"
"gson","67","com.google.gson.internal.bind.ReflectiveTypeAdapterFactory.getFieldNames(Field)","1","com.google.gson.functional.StreamingTypeAdaptersTest.testSerializeRecursive [gson]"
"gson","68","com.google.gson.internal.reflect.ReflectionAccessor.getInstance()","1","com.google.gson.MixedStreamTest.testReaderDoesNotMutateState [gson]"
