"Project","MethodIndex","Method","Count","Tests"
"spark","11","spark.staticfiles.StaticFilesConfiguration.configureExternal(String)","4","spark.GenericIntegrationTest.testPostProcessBodyForFinally [],spark.staticfiles.DisableMimeGuessingTest.testMimeTypes [],spark.GenericIntegrationTest.testEchoParam3 [],spark.GenericIntegrationTest.testParamWithEncodedSlash []"
"spark","12","spark.Service.addRoute(HttpMethod,RouteImpl)","4","spark.StaticFilesMemberTest.testStaticFileCssStyleCss [],spark.staticfiles.DisableMimeGuessingTest.testCustomMimeType [],spark.ResponseBodyTest.testHELLO [],spark.staticfiles.StaticFilesTest.testStaticFileCssStyleCss []"
"spark","13","spark.embeddedserver.EmbeddedServers.initialize()","4","spark.GenericSecureIntegrationTest.testEchoParamWithMaj [],spark.GenericSecureIntegrationTest.testHiHead [],spark.StaticFilesMemberTest.testExternalStaticFile [],spark.GenericSecureIntegrationTest.testGetHi []"
"spark","14","spark.utils.SparkUtils.convertRouteToList(String)","3","spark.GenericIntegrationTest.testUnauthorized [],spark.GenericIntegrationTest.testExceptionMapper []"
"spark","15","spark.resource.AbstractFileResolvingResource.getFile()","3","spark.GenericIntegrationTest.routes_should_be_accept_type_aware [],spark.GenericIntegrationTest.testUnauthorized [],spark.GenericIntegrationTest.testHiHead []"
"spark","16","spark.staticfiles.StaticFilesConfiguration.consumeWithFileResourceHandlers(HttpServletRequest,HttpServletResponse)","3","spark.staticfiles.DisableMimeGuessingTest.testCustomMimeType [],spark.servlet.ServletTest.testStaticResource [],spark.GenericIntegrationTest.testStaticFile []"
"spark","17","spark.utils.GzipUtils.checkAndWrap(HttpServletRequest,HttpServletResponse,boolean)","3","spark.ResponseWrapperDelegationTest.filters_can_detect_response_status [],spark.GenericIntegrationTest.paths_should_be_very_nestable [],spark.GenericIntegrationTest.testNotFoundExceptionMapper []"
"spark","18","spark.utils.MimeParse.fitnessAndQualityParsed(String,Collection<ParseResults>)","3","spark.BooksIntegrationTest.canDeleteBook [],spark.GenericIntegrationTest.testTwoRoutesWithDifferentCaseButSameName [],spark.GenericIntegrationTest.testGetByteBufferHi []"
"spark","19","spark.Service.addFilter(HttpMethod,FilterImpl)","3","spark.GenericIntegrationTest.testRuntimeExceptionForDone [],spark.GenericIntegrationTest.testTwoRoutesWithDifferentCaseButSameName [],spark.GenericIntegrationTest.paths_should_be_nestable []"
"spark","20","spark.staticfiles.StaticFilesFolder.localConfiguredTo(String)","2","spark.GenericIntegrationTest.testRuntimeExceptionForDone [],spark.StaticFilesMemberTest.testStaticFileExpireTime []"
"spark","21","spark.Service.exception(Class<T>,ExceptionHandler<?superT>)","2","spark.ResponseWrapperDelegationTest.filters_can_detect_response_status []"
"spark","22","spark.http.matching.BeforeFilters.execute(RouteContext)","2","spark.GenericIntegrationTest.template_view_should_be_rendered_with_given_model_view_object [],spark.GenericSecureIntegrationTest.testUnauthorized []"
"spark","23","spark.embeddedserver.jetty.EmbeddedJettyServer.join()","2","spark.staticfiles.StaticFilesTest.testCustomMimeType [],spark.staticfiles.StaticFilesTest.testMimeTypes []"
"spark","24","spark.embeddedserver.jetty.SocketConnectorFactory.createSecureSocketConnector(Server,String,int,SslStores)","2","spark.embeddedserver.jetty.SocketConnectorFactoryTest.testCreateSecureSocketConnector [],spark.GenericSecureIntegrationTest.testPost []"
"spark","25","spark.resource.ClassPathResourceHandler.getResource(String)","2","spark.GzipTest.testStaticFileCssStyleCss [],spark.StaticFilesFromArchiveTest.testCss []"
"spark","26","spark.Routable.get(String,Route)","2","spark.staticfiles.DisableMimeGuessingTest.testMimeTypes [],spark.embeddedserver.EmbeddedServersTest.testAdd_whenConfigureRoutes_createsCustomServer []"
"spark","27","spark.staticfiles.StaticFilesFolder.externalConfiguredTo(String)","2","spark.staticfiles.StaticFilesTest.testStaticFilePageHtml [],spark.GenericIntegrationTest.testTypedExceptionMapper []"
"spark","28","spark.route.Routes.findTargetWithGivenAcceptType(List<RouteEntry>,String)","2","spark.StaticFilesMemberTest.testStaticFilePagesIndexHtml [],spark.servlet.ServletTest.testPost []"
"spark","29","spark.http.matching.RequestWrapper.changeMatch(RouteMatch)","1","spark.GenericIntegrationTest.testXForwardedFor []"
"spark","30","spark.resource.AbstractResourceHandler.getResource(HttpServletRequest)","1","spark.GenericIntegrationTest.testXForwardedFor []"
"spark","31","spark.TemplateViewRouteImpl.create(String,String,TemplateViewRoute,TemplateEngine)","1","spark.GenericIntegrationTest.testEchoParam2 []"
"spark","32","spark.Spark.stop()","1","spark.GenericIntegrationTest.path_should_prefix_routes []"
"spark","33","spark.embeddedserver.jetty.websocket.WebSocketHandlerClassWrapper.getHandler()","1","spark.GenericIntegrationTest.testGetBinaryHi []"
"spark","34","spark.route.RouteEntry.matchPath(String)","1","spark.GenericIntegrationTest.testPathParamsWithPlusSign []"
"spark","35","spark.Service.initializeRouteMatcher()","1","spark.GenericIntegrationTest.paths_should_be_very_nestable []"
"spark","36","spark.route.ServletRoutes.get()","1","spark.servlet.ServletTest.testEchoParam1 []"
"spark","37","spark.embeddedserver.jetty.EmbeddedJettyServer.ignite(String,int,SslStores,int,int,int)","1","spark.RedirectTest.testRedirectAnyPutWithSpecificCode []"
"spark","38","spark.route.Routes.add(HttpMethod,String,String,Object)","1","spark.RedirectTest.testRedirectAnyDelete []"
"spark","39","spark.utils.MimeParse.toFloat(String,float)","1","spark.GenericIntegrationTest.testPostProcessBodyForFinally []"
"spark","40","spark.route.Routes.find(HttpMethod,String,String)","1","spark.staticfiles.StaticFilesTest.testDirectoryTraversalProtectionLocal []"
"spark","41","spark.ExceptionMapper.map(Class<?extendsException>,ExceptionHandlerImpl)","1","spark.GenericIntegrationTest.testEchoParam2 []"
"spark","42","spark.resource.ExternalResource.getDescription()","1","spark.GenericIntegrationTest.path_should_prefix_routes []"
"spark","43","spark.http.matching.RouteContext.acceptType()","1","spark.GenericIntegrationTest.testPostViaGetWithMethodOverrideHeader []"
"spark","44","spark.http.matching.Routes.execute(RouteContext)","1","spark.GenericIntegrationTest.testTypedExceptionMapper []"
"spark","45","spark.resource.ExternalResourceHandler.getResource(String)","1","spark.GenericIntegrationTest.testExternalStaticFile []"
"spark","46","spark.route.Routes.findTargetsForRequestedRoute(HttpMethod,String)","1","spark.StaticFilesMemberTest.testStaticFilePageHtml []"
"spark","47","spark.Request.String>getParams(List<String>,List<String>)","1","spark.GenericIntegrationTest.testParamWithEncodedSlash []"
"spark","48","spark.route.Routes.findMultiple(HttpMethod,String,String)","1","spark.GenericIntegrationTest.paths_should_be_very_nestable []"
"spark","49","spark.utils.ClassUtils.registerCommonClasses(Class<?>...)","1","spark.GenericIntegrationTest.template_view_should_be_rendered_with_given_model_view_object []"
"spark","50","spark.route.Routes.routeWithGivenAcceptType(String)","1","spark.RedirectTest.testRedirectGetWithSpecificCode []"
"spark","51","spark.utils.StringUtils.delimitedListToStringArray(String,String,String)","1","spark.StaticFilesMemberTest.testExceptionMapping404 []"
"spark","52","spark.route.RouteEntry.matches(HttpMethod,String)","1","spark.route.RouteEntryTest.testMatches_NotAllPathsAndDidNotMatchHttpMethod []"
"spark","53","spark.servlet.SparkFilter.getApplications(FilterConfig)","1","spark.servlet.ServletTest.testEchoParam1 []"
"spark","54","spark.staticfiles.StaticFilesConfiguration.consume(HttpServletRequest,HttpServletResponse)","1","spark.GenericIntegrationTest.testTwoRoutesWithDifferentCaseButSameName []"
"spark","55","spark.embeddedserver.jetty.EmbeddedJettyServer.extinguish()","1","spark.GenericIntegrationTest.testSplatWithEncodedSlash []"
"spark","56","spark.utils.SparkUtils.isParam(String)","1","spark.GenericIntegrationTest.testRuntimeExceptionForAllRoutesFinally []"
